marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,25101925,R15AAARNUFGRR4,B00QSEK2Y6,400033005,Gel Memory Foam 10 inch Mattress Made in the USA by eLuxurySupply,Furniture,5,1,3,N,Y,Good bed for the price I paid,"My 16 year old son is loving this bed. We paid $445 which is why I gave it 5 stars. Because for that price it is wonderful. But I wouldn't have spent more. Now they are going for $560.  I was thinking about getting a California king for us that was $560 but those prices went up too. Hopefully they go back down soon. But it's a comfortable mattress, soft yet firm.",8/27/2015
US,250284,R1DVFXGSOFXJTQ,B00PQIPLRS,219291481,Classic Brands 8-Inch Advantage Innerspring Mattress,Furniture,5,0,0,N,Y,Five Stars,Good condition,8/27/2015
US,42431418,R1DEPGGUX2U3OC,B005FKMUHQ,38708443,DHP Emily Chrome Legs,Furniture,5,0,0,N,Y,Five Stars,AWESOME. LOOKS BETTER THAN PICTURE.,8/27/2015
US,14288907,R30R78Q9KO8TEB,B001E8OKQM,195729665,Harvest Mill Computer Desk with Hutch,Furniture,5,0,1,N,Y,Well Designed with Easy Assembly (Great assembly instructions),"Very pleased with the quality. This is not a cheap particle board desk like you'd find at some large stores. The instructions were extremely well written. Assembly took a couple of hours, but was not stressful or confusing. This is just a high quality desk with well constructed features. High quality instructions and looks great once assembled. (An no Allen wrench needed! Just a Phillips head screwdriver. Definitely a bonus.)",8/27/2015
US,13508526,R15DZZIPWTYDOM,B00NVEFSLI,21597916,Noble House Davide Bicycle Wheel Adjustable Bar Stool in Natural,Furniture,5,2,2,N,Y,I USED IT AS A TABLE AND IT LOOKS GREAT..,A CONVERSATION PIECE...I USED IT AS A TABLE AND IT LOOKS GREAT...HEAVY MATERIALS AND GOOD CONSTRUCTION,8/27/2015
US,52747110,R2V9TPMSV8QBSG,B0054ZSK30,586835854,Prepac Altus Wall Mounted Audio/Video Console,Furniture,5,0,0,N,Y,"I bought this Audio/Video Console thinking it would look great under my brand new 50"" TV","I bought this Audio/Video Console thinking it would look great under my brand new 50&#34; TV.  I was not disappointed.  This unit fits the whole length of my TV as hown in the ad picture.  It looks so, so, so good.  It costs a little more than I wanted to pay, but the unit is so stylus and can hold a whole lot of DVDs.  It also holds my sound bar and my cable box.  It is a wonderful way to break into the 21st Century.  This device also has hooks on the back that allows you to easily remove it from the wall if need to. I highly, highly recommend this purchase.",8/27/2015
US,45499048,R1PLNS0D9QFO83,B000NPOO68,998487428,"Winsome Wood Utility Cart, Natural",Furniture,5,1,1,N,Y,I love this cart,"I love this cart.  It added much needed space and shelving to my little kitchen.  It wasn't incredibly difficult to assemble and so far it's proving sturdy. I've had it for over a year now, and it's been through a move.  The only thing is the little wooden nubs that go into the holes to hide screws have fallen out all over the place, but not like that's even a big deal.  It locks into place so it won't move out from under you.  It's a little wobbly so I don't suggest doing too much heavy duty cutting, but all of the features are great.  I love the pull out cutting board and the knife block.  The railing on the one side is perfect for hanging a dish towel too!",8/27/2015
US,19049258,R3JWU2MPUSFEPI,B007B71ZH2,743185621,Coaster Round-Back Swivel Chair,Furniture,5,0,0,N,Y,Nice Chair!!,"Great looking chair, good quality materials, well made. Off white in color not white but very easy to assemble. My daughter loves this chair and she is super tall over 6+ feet tall, so the adjustable height functions on this chair is ideal for her.",8/27/2015
US,7076007,RERV8Q1SYXZG0,B000VGIU8C,308168077,Ergomotion 400 Series Adjustable Bed Base With Wireless Control and Massage - Twin XL,Furniture,1,4,5,N,N,Poor quality motors and poor warranty follow up.  Buyer beware-Avoid this manufacturer unless you can rebuild your own motors.,"Do not buy the split king-sized adjustable base from Ergomotion that includes Serta and other manufacturers unless they promise in writing to back their product, unless you have extra time and money for repairing or replacing motors.  Motors are junk. Even if these motors are under warranty you pay shipping charges and unless you purchase extended warranty, you pay labor or do it yourself to replace them.<br /><br />I bought my king sized adjustable bed from Bailey's Furniture Store in Alaska and two years after spending $5000.00 one of the motors went bad. They are under warranty, but Ergo-Motion wanted $70.00 to ship one to me via UPS.  What could I do? Stuck, I had a replacement shipped.<br /><br />I installed the replacement motor,(which is shorter than than the original factory motor) and it raises the foot of the bed slower on that side than the factory motor on the other side. It is level at the top or the bottom only.<br />I called and told both Bailey's Furniture and Ergo-Motion that they sent the wrong motor.<br />&#34;No we didn't.&#34; was the reply. &#34;This is the replacement of the discontinued motor.&#34; (That the representative said was replaced due to complaints)<br /><br />So Bailey's Furniture and Ergo Motion say I need to pay another $70.00 for shipping another replacement so the foot of the bed will raise in tandem again. Why couldn't they have shipped the pair at the same time if they already know the lengths of these motors is different?<br /><br />It will be cheaper to rebuild the original one...Frustrating- that companies do not want to warranty an expensive bed.  Very frustrating",8/27/2015
US,32428981,R2JX3W8E4S48RM,B00EQG7L1U,415085535,"Classic Brands Platform Metal Bed Frame, Use as Box Spring or Foundation",Furniture,4,0,0,N,Y,very good frame,This is not an aesthetically pleasing item but it is sturdy.  I recommend it highly.  Just use a bedskirt to mask it.  It is also very easy to set up.,8/27/2015
US,28732243,R1PKGF4179ER7O,B003MDVKX8,437807510,"ReStor-it Quick20 Leather/Vinyl Repair Kit, Assorted (18081)",Furniture,5,0,0,N,Y,Great product.,Product worked perfectly. The red was a really good match.,8/27/2015
US,28912869,R1XGZXYQC9K3ZI,B00NC3GOSO,326261259,Multiple Colors - Heavy Duty - Light Weight - Metal and Plastic Folding Stool - 400lb Capacity - Exclusively by Blowout Bedding RN# 142035,Furniture,5,0,0,N,N,Great to have around the house,Great stool . Exactly as pictured . Sturdy & comfortable to sit on . Folds simple and easy for storage purposes .,8/27/2015
US,17736168,R28IMGKZ275DVW,B006ZTI6Z6,370912638,Leick 10056 Rustic Oak Slate Tile Recliner Wedge End Table,Furniture,3,0,0,N,Y,Disappointed!,One of the legs was missing wood screw insert. Had to go to 3 hardware stores to find right size and spent $4.00 to get<br />The part!,8/27/2015
US,45047597,R3JCU21BZKC6UE,B00GOY80QC,538923444,Thor 2 Loki Poster Black Framed & Satin Matt Laminated - 96.5 x 66 cms (Approx 38 x 26 inches),Furniture,5,0,0,N,Y,Loki Makes Every Room Look Better!,"If you are a fan of Loki, you need this framed poster.  A perfect addition to any 'nerd den' (I put it up in my office)!  Plus....it's Loki!  :D",8/27/2015
US,51163796,R28COITQQTUUTJ,B005A4OQME,992636496,Signature Sleep Essential 6-Inch Mattress,Furniture,5,0,0,N,Y,Five Stars,A great mattress for a guest bedroom!,8/27/2015
US,47351388,R390NK70XG4TVP,B00WXOIVKM,540492897,Home-it step stool Super quality Folding Step Stool for kids step stool 11 Inches.,Furniture,5,0,0,N,Y,Perfect.,Just what I expected. Perfect.,8/27/2015
US,129472,R1DXQHTB57JNIR,B00R6OX5IM,8981024,Zinus Deluxe Faux Leather Upholstered Platform Bed,Furniture,4,2,2,N,Y,Great Buy ..Love it,"Love this bed frame everything came as expected packaged well ..the delivery box was very heavy had to open the box in my driveway and take up parts piece by piece ..i rated 4 stars because one piece of the metal supports thats underneath the wood slates was not welded correctly ..making one of the metal pieces that fold out unable to fold out to the fullest extent ..and because of that one of the metal legs are just a little slightly slanted making it able to unfold over time (hopefully it doesnt)other that that the leather is nice and soft andbi would recommend this bed frame for a couple that doesnt weigh too much even tho its very sturdy.Took me about and half hr to assemble, another reason for 4 stars is only picture instructions no words at all. Overall its a great buy for the price. Im very satisfied",8/27/2015
US,29464492,RSTPRZ5KFXVYG,B00GMR49UM,103875667,"China Cup Storage Chest - Deluxe Quilted Microfiber (13""Hx15.5""Wx5""D) Grey",Furniture,5,0,0,N,Y,Five Stars,"Excellent, perfect for my tea cups",8/27/2015
US,47881104,R1NKEGQC3K2CRH,B00ENRBQVI,211023654,LUCID Rollaway Guest Bed with Memory Foam Mattress - Fold and Hide Away for Easy Storage - Rolling Cot with 4 Inch Mattress,Furniture,5,3,3,N,Y,Five Stars,Easy to set up and sturdy as well. The memory foam matress was a big plus.,8/27/2015
US,49704874,R594UBN0K2MHU,B00IE7H8KQ,575826601,Cotton Craft - Hand Knitted Cable Style Dori Pouf - Floor Ottoman - 100% Cotton Braid Cord - Handmade & Hand stitched - Truly one of a kind seating - 20 Dia x 14 High,Furniture,5,0,0,N,Y,Very comfortable for resting my feet and legs while reading,Very comfortable for resting my feet and legs while reading.  Comfortable to sit on for a brief period of time.  Easily goes back into shape with some patting.<br />Color blends in with my decor and is just as pictured.  Knitting is very even and professionally done.<br />Would buy another without hesitation,8/27/2015
US,13010304,R6XECHU9PMJA2,B00IXCP138,384054113,White faux leather padded Full size bed frame with 13 slats and rails and footboard,Furniture,4,0,1,N,Y,Easy to put together,Easy to put together. looks great in my guest room. All pieces were in good condition. Great purchase for th eprice.,8/27/2015
US,49264291,R1EN2JKUJQ1ITA,B00160NKVE,166050237,Southern Enterprises Lighted Corner Display Cabinet,Furniture,3,1,1,N,Y,Three Stars,A little smaller than advertised....,8/27/2015
US,19140762,RWMRUU6HGLSH4,B005484N56,416192618,Espresso Large 4-Sided Spinning Tower,Furniture,4,0,0,N,Y,The four sider spinner is exactly what I needed. ...,"The four sider spinner is exactly what I needed.  It fits perfectly in a corner. However, I suggest that you do not use the cheaply constructed Lazy Susan that comes with this item.  Spend a few more dollars on a quality Lazy Susan.",8/27/2015
US,52585044,R2N5RBJ2MYCK1U,B008PQKD7G,707444442,Holland Collection Queen Platform Bed with Drawer,Furniture,2,0,0,N,Y,Very disappointed with this platform bed,"Very disappointed with this platform bed. It was delivered with a missing part and when company was phone about it - customer service said many complain about the same missing piece. The drawer is necessary to help hold the whole frame together. It will take an additional two days to be mailed, so the bed cannot be assembled until it comes. In addition, the material is not sturdy and seems very flimsy. I don't have confidence it will hold up my full size mattress let alone me in the bed also. Lastly, It has not been easy to assemble for two - as advised in the instructions, especially when all pieces are not in the box.",8/27/2015
US,186169,R1IN92ETAZKMFH,B00TFX6DN6,896828550,Sleep Master 8-Inch Memory Foam Mattress and Easy To Assemble Smart Platform Metal Bed Frame,Furniture,5,0,0,N,Y,MISSY POOH,"LOVED IT IT'S WORTH EVERY PENNY! !!IT IS A GREAT AND AFFORDABLE BUY, WOULD REFER ANYONE TO PURCHASE , VERY EASY AND TIMELESS ASSEMBLY. 😘😘😘😘😘👌👍👏🌟🌟🌟🌟🌟",8/27/2015
US,25181620,R27NBEYYJTD63,B00HFLXO9G,555519562,"Baxton Studio Stella Crystal Tufted Upholstered Modern Nightstand, White",Furniture,5,0,0,N,Y,Five Stars,Perfect size and nice easy drawers to open and close.,8/27/2015
US,45631495,R1VPAXJLHHZAEE,B00KM6RO56,275732613,Home Life 8-Inch Independently-Encased Coil Premium Futon Mattress Full Size - brown,Furniture,5,1,1,N,Y,I am very happy right now,"I've had it about two months.  It replaced an old mattress that just was worn out.  I have not folded it into a couch yet, but am attempting to remember to turn it every month.  I am very happy right now.",8/27/2015
US,42215128,R15AWY83J4RHC9,B004A9KVII,939503463,Loft Ocean Waves Contemporary Rug,Furniture,3,0,0,N,Y,Three Stars,it sheds constantly,8/27/2015
US,13521798,R2ZHOAECVTFC6F,B001G6WWGW,361550767,International Caravan Mandalay Corner Outdoor Iron Folding Rack,Furniture,5,0,0,N,Y,nice unit,Nice sturdy unit that sets up quickly,8/27/2015
US,36005259,R24338UBNDMLHA,B0046TR4IW,402176377,Basyx by HON VL210 Mesh Low-Back Task Chair - Black,Furniture,4,0,0,N,Y,Great chair for those who do a lot of desk work.,"Pretty decent chair for the price. I got this to replace my horrible standard wooden dormitory chairs at university mainly because I spent a lot of time at my desk gaming or working on homework. The chair is rather comfortable and tends to hold it's shape. I did find, however, that with my heavy use it's begun to lose it's padding support and it's generally 'broken in' must faster than I'd have liked. It also tends to squeak a lot for me, but I've just not had the chance to oil the tilting mechanism. Overall, it's a great chair if you've got to contend with a rather small space and don't want to spend too much.",8/27/2015
US,42431418,R11G92F4LEEJ38,B0002KNPFU,918186562,Black Finish wooden Frame 4-Panel Room Divider,Furniture,5,0,0,N,Y,Five Stars,EVERYONE ASK FOR IT. AWESOME,8/27/2015
US,16809999,R3KJRI4A3F4IFI,B002SSUKNO,614928815,Winsome Granville 3-Piece Storage Shelf with 2-Foldable Baskets,Furniture,5,0,1,N,Y,The only thing I didn't like was it has an odor and the smell is ...,The only thing I didn't like was it has an odor and the smell is hard to get rid of. I even put the baskets outside.,8/27/2015
US,41009101,R39VAXXKD84GE9,B008MURUV2,261307986,"Monsoon Pacific Villa Faux Leather Counter Stool, Set of 2",Furniture,4,0,1,N,Y,and were all in excellent condition -- no nicks,"The chairs arrived in a timely manner, and were all in excellent condition -- no nicks, tears, ragged edges, or anything other than perfect.  The biggest challenge was attaching the back to the assembled seat.  There are two sets of screws that are very close in length, and the ones identified for attaching the back are barely long enough to do the job.  It took two people -- one to compress the pieces together as tightly as possible, and the other to tighten the screw -- to put the back on.  If it weren't for that, I'd have given them 5 stars.  The chairs are comfortable and sturdy.",8/27/2015
US,14527374,R35YE9ZVWHEDNB,B012TC12VM,519434569,"Natural HomeLogic All Purpose Cleaner - 16 fl oz | Non-Toxic, No Sulfates, No Fumes, Safe, and Powerful Formula For A Natural Clean",Furniture,5,0,0,N,N,... food off my glass top stove it has a nice fragrance! This cleaner works just as described,Not only does this cleaner get all the stuck on grease and food off my glass top stove it has a nice fragrance!  This cleaner works just as described!  I have been very pleased with this product!,8/27/2015
US,14500728,R26FH71D59D2ZB,B005EFYS36,800444089,Homeplus Wardrobe,Furniture,1,0,0,N,Y,Don't buy it!,Piece of s***. Worst $150 I've ever spent.,8/27/2015
US,27040711,R2I76EYVVNH81Z,B004NBXUWC,603689316,Homelegance 471FA-1S Lift Top Storage Bench,Furniture,5,1,1,N,Y,Five Stars,looks perfect,8/27/2015
US,31616856,R14RBPIS9AOIX8,B005A4OP8Y,999119538,Signature Sleep Contour 8 Inch Independently Encased Coil Mattress with Low VOC CertiPUR-US Certified Foam,Furniture,5,0,0,N,Y,Five Stars,It's so much comfort.,8/27/2015
US,5531338,RD8O3X1LM967V,B000X05Y0I,507997615,Iron & Wicker Bakers Rack,Furniture,4,0,0,N,Y,but everything went together perfectly and its very sturdy.,Counter top was a darker more red wood color than i expected and the overall size is smaller also. but everything went together perfectly and its very sturdy.,8/27/2015
US,34860503,R31T3LB9NGLC8E,B00GGBGJE8,587096995,Leegoal(TM) 10pcs Different Sizes Cutie Nesting Dolls Matryoshka Madness Russian Doll,Furniture,5,0,0,N,Y,Beautiful. I got this set for my ten year ...,"Beautiful. I got this set for my ten year old's birthday. She was only mildly interested, unfortunately, but I can't say enough good stuff about the product. High-quality, unique, prompt shipping, sturdy as these dolls can be.",8/27/2015
US,13644202,R1DX2Q64ZOLAY0,B004LQ1RKQ,999119538,Signature Sleep Contour 8 Inch Independently Encased Coil Mattress with Low VOC CertiPUR-US Certified Foam,Furniture,4,1,1,N,Y,Good value. Wouldn't want to sleep on it every ...,"Decent mattress. Good value. Wouldn't want to sleep on it every night, but it's great for the guest bedroom.",8/27/2015
US,25683509,R7E82SQO5BE72,B00G4QYUCI,109447558,Rustic Barn Wood Trunk,Furniture,5,1,1,N,Y,Five Stars,This is great.,8/27/2015
US,41671339,R2WWD23R7HM67U,B00LEX4TRC,736582226,"Milliard Handspun Natural Jute Rug, Thick and Sturdy, Beautiful look and Matches all Color Schemes, Environmentally Friendly - 5' x 8'",Furniture,4,0,0,N,Y,well made rug,"Very nice, well made and a great buy!",8/27/2015
US,36671655,R1EGK4J865I2WD,B00RO95ALE,452651651,Honnally Accent Chair,Furniture,4,13,15,N,Y,Pretty chair; nice value,"I ordered this chair for my Mom.  It was very easy to put together - I did it in 5 minutes.  She said it's lower than she expected, but she's OK with it.  Pretty fabric - maybe a bit more blue than shows up in the pic.",8/27/2015
US,45246011,R3P8OS6XSE3G9X,B00N6VIDA4,709016746,Area Rug Traditional Persian Design 8x11 Rug Burgundy 8x10 Rug Cream Beige 5x8 Red Carpet Living Room 5x7 and 8x10 Area Rugs,Furniture,5,1,1,N,Y,Love the colors,"Just like photo, love the colors.  Feels nice",8/27/2015
US,51741969,RUDW1SHFDLB59,B00BF0OA2I,445233397,Country PIG Plush AREA Throw RUG Carpet Large,Furniture,5,0,0,N,Y,Pig lover,"Cute, not very big, Well made, cheapest place I found was on Amazon,",8/27/2015
US,24396631,RZRR1Q0YDR7K2,B00Q52VN1W,622681441,Epica Folding Step Stool – Ideal for Kids and Adults-Non-Slip 9” x 11” Platform - Adds 9 Inches of Height - Holds Up to 350 lbs. - Black,Furniture,5,0,0,N,Y,Great product!,What a great stool. Tall enough so my 3 yo can reach the handle to turn on the faucet.  Both of my kiddos loves it! Nice fold up design! A must buy for kids and the only stool you need for kids,8/27/2015
US,48478545,R1F26IZ59MW19Z,B00NC3GOSO,326261259,Multiple Colors - Heavy Duty - Light Weight - Metal and Plastic Folding Stool - 400lb Capacity - Exclusively by Blowout Bedding RN# 142035,Furniture,4,1,1,N,N,great foldable take along stool,I love this stool. I really like that it folds up and is easy to store or take with you since it has a handle. The seat is made of heavy plastic and is  pretty comfortable.  It is a lot sturdier than I expected for such a little stool. I did receive this product for a reduced price to give my opinion on. It does NOT affect my review at all.,8/27/2015
US,27994662,R2G0JYS1YQB6A5,B00I0IA90K,890395985,"PRESALE--65TTR Unique Tuscany PRO Studio Professional Make up & Hair Chair with Professional Lamp Combo-High Quality Product--29"" SEAT HEIGHT",Furniture,5,2,2,N,Y,Five Stars,Too tall<br />I'm 5'2&#34;,8/27/2015
US,52607844,R3F9J68OUBD3PE,B0082LTXOI,814079288,Flash Furniture Vibrant Apple Green Tractor Seat and Chrome Stool,Furniture,5,0,0,N,Y,Second one I've bought! Great for a small office!,"This is the second one of these I've purchased. I bought a green one for my crowded craft room, where I needed to roll between my desk and craft table. And it worked so well, that I bought another for my office upstairs. This has a nice small footprint, rolls easily, and is surprisingly comfortable to sit in! Plus the color is so fun even though it doesn't really match my office. My daughter now wants one for her room.<br /><br />One of the nice benefits, it that my small office now looks and feels less crowded since it isn't as big as huge bulky office chair!",8/27/2015
US,108448,RNKVF1PP5MRBV,B006MIVR06,941823468,"Zinus SC-SBBK-14NT-FR Smartbase Bed Frame Metal, Narrow Twin",Furniture,4,0,0,N,Y,Four Stars,Good!,8/27/2015
US,32944986,R2H4UR8Y9G57Z5,B00X72S11S,417844296,"Glory Furniture G3190-CH Chest of Drawers, White",Furniture,1,1,1,N,Y,Don't waist your time.,"If there were zero stars, that's what I would give this product. We ordered it three different times, and each time it arrived more damaged than the last. Don't waist your time. We did, however, order the night stands and long dresser and they arrived okay. The tall dresser was NOT meant to be.",8/27/2015
US,7031522,R3PXKEH5GAV7UN,B00IOXWZ9Y,399663275,Dreamfoam Bedding Ultimate Dreams Crazy Quilt PillowTop Mattress,Furniture,5,0,0,N,Y,Five Stars,Love this bed its the best.,8/27/2015
US,37137691,R2EVLYJPI2B3CV,B00LGO9EMY,608482244,Owen Retro End Table,Furniture,5,0,0,N,Y,Five Stars,Love this!,8/27/2015
US,19461471,R1PGS88VK9QJL8,B00EDZW3WQ,56644554,Safavieh Antiquity Collection AT822A Handmade Grey Blue and Beige Wool Area Rug,Furniture,5,0,0,N,Y,Far Exceeded My Expectations!,"I received this rug yesterday after looking for several months for the &#34;perfect&#34; rug.  Wow, this is it!  It really exceeded my expectations.  The colors are beautiful!  I am using it as the focal rug in my bathroom, in front of the tub, and can't believe how stunning it is!  I might have to buy another one and put it somewhere where it will be seen by others; too pretty to hide in a bathroom.  And the rug is very think and heavy; I ended up skipping the pad underneath as it isn't needed.  I comparison-shopped and found that Amazon was at least $15 less than other stores.  I rarely post reviews, but this one deserves the time and high praise!",8/27/2015
US,40650326,RSF7K5KFHPW8T,B008F8BPIA,243682436,Zebra and Black High Heel Shoe Chair,Furniture,2,0,0,N,Y,Two Stars,Good quality but was sent the wrong chair.. good thing it still matched my room!,8/27/2015
US,24831985,RS0XFNQC5LJX6,B00487NJCC,141200954,"eHemco Hardwood Footstool in Espresso Finish-12""",Furniture,5,0,0,N,Y,Five Stars,Great little stool.  We use it in the kitchen all the time.  Light weight.  Handle is is handy!,8/27/2015
US,13764552,R1KZ2G1FEKM2KL,B000NPSJP0,564873148,Winsome Wood 4-Shelf Narrow Shelving Unit,Furniture,5,0,0,N,Y,Assembly was easy. Decent finish for the price point,Very handy little unit.  I bought two for my college room and fatened them together.  Assembly was easy.  Decent finish for the price point.,8/27/2015
US,40713770,R3GJFO4DL5S2N9,B00JDAN5KA,387851472,"Home Basics Storage Ottoman, Paris",Furniture,5,0,0,N,Y,Five Stars,LOVE IT BIGGER THAN I THOUGHT BUT,8/27/2015
US,10563488,R2O25RM0Y3B5DX,B007KIWUIK,852008749,"Rajasthan Antique Brown Handcrafted Wood Room Divider Screen 72 inch tall, Intricately carved on both sides making it fully reversible, highly versatile, Hides clutter, adds décor, & divides the room",Furniture,5,0,0,N,Y,Five Stars,beatiful and robust :),8/27/2015
US,43734331,R1EJ8UE9O604JI,B005GP8UJC,858116991,Marseille Corner Mirror Cabinet,Furniture,5,0,0,N,Y,Five Stars,Very nice product for the money..,8/27/2015
US,44751751,R2EH1R38O2L25Y,B000NPQKUG,691138209,"Winsome Wood CD/DVD Cabinet with Glass Doors, Antique Walnut",Furniture,4,0,0,N,Y,"Everything went together well except the door retaining magnet, ...","Everything went together well except the door retaining magnet, the block you weresupposed to screw it too was mounted in the wrong place.",8/27/2015
US,35050822,REQ4UQXQV9220,B00983D7NC,484451303,Sauder Beginnings TV Stand - Highland Oak,Furniture,5,0,0,N,Y,Five Stars,The Sauder TV stand is just the thing to organize the screen and accessory  equipment and video products.,8/27/2015
US,22283254,R2SLHSXF6K1935,B0026IJDTI,728336436,Amscan Palm Tree Inflatable Cooler,Furniture,1,0,1,N,Y,Makes a TERRIBLE mess,If I could leave less than 1 star I would.  TERRIBLE.  Didn't even last the whole party before it started leaking all over the floor.  Took hours to clean up the mess.,8/27/2015
US,14660116,R2XG2VMQ70SNS5,B00XZO2O6Q,927661778,Brooklyn Bedding Mattress,Furniture,5,1,1,N,N,"Comfy Mattress, Good Price, Online Shopping","Hi -  This mattress gives you what you need at an affordable price, &#34;a good nights rest&#34;.  I had been having problems waking up several<br />times a night, moving around trying to find a comfortable spot with my previous mattress.  I now sleep through the night and wake up feeling<br />refreshed and happy !  I love when I can shop online and things show up at my door and I don't have to run around town trying to find the right product.  I recommend buying this mattress!!!  You will not regret it!!",8/27/2015
US,34343615,R3B3N83OZARFHC,B00W51QZ1U,501174680,HOFISH Easy Assembly Customizable Positions Adjustable Comfort Bed Base with Backlit Wireless Remote&USB Ports,Furniture,4,1,6,N,Y,Purple 2-pc.,Looks great!,8/27/2015
US,5583520,R31ZVKJA7OPZXJ,B00EO0D3VK,655952248,Safavieh Natural Fiber Collection NF525A Cream Sisal Area Rug feet (5' x 8'),Furniture,5,1,1,N,Y,Natural and good quality,"Good  24.5&#34; x 3' for my laundry room sink area. Nice quality; could be used in other areas. Pictures are accurate; shiny jute pile feels soft but helps lift dirt from shoes. Has a rubber backing which is holding on my tile without a pad, but I added one for standing comfort. Easy vacuum/ sweep.",8/27/2015
US,24564262,R1JPSXFQKYJ2EP,B006L9U4PK,576353628,Sleep Master Ultima Comfort Memory Foam Mattress,Furniture,5,1,1,N,Y,"The best, I wouldn’t trade it for anything better","The best, I wouldn’t trade it for anything better. Outstanding service and wonderful shipping prices and speed offer 2 to 3 days. Will trade again.",8/27/2015
US,40293699,R2U7PWC3AOXMYW,B00S8PLKTY,506119012,"Mount-It! MI-866 TV Stand with Mount, Entertainment Center for Flat Screen TVs Between 32 to 60 Inch, 3 Tempered Glass Shelves and Powder Coated Aluminum Columns, VESA Compatible TV Mount, Black",Furniture,5,1,1,N,Y,NICE!,Easy to assemble. did it myself with no help in less than an hour.<br />looks great,8/27/2015
US,924194,R2GEKXNZYOBQPC,B004LQ1RJ2,999119538,Signature Sleep Contour 8 Inch Independently Encased Coil Mattress with Low VOC CertiPUR-US Certified Foam,Furniture,5,1,1,N,Y,Five Stars,Its great very comfortable it came all rolled up on a bag,8/27/2015
US,25494457,R1OBU3ZBX3MNDV,B00VX6H4W2,668948523,"ioHOMES Vintner TV Stand, 70"", Espresso",Furniture,5,4,4,N,Y,A Very Solid TV Stand,"A bit challenging to put together but well worth the effort.. It ships in a huge box with lots of parts but most importantly, none were missing.. The unit is very heavy and sturdy and looks fantastic once you have assembled it.. This unit has plenty of space for audio/video components and looks like a very expensive stand.",8/27/2015
US,15775282,R1484KJCR7NO0S,B00829ZLC8,339605152,Acme 59081 Maya Basketball Office Chair,Furniture,3,1,1,N,Y,Needs better assembly instructions,Luckily I was able to figure out how to put it together without instructions.  The piece of paper they provided was a copy of a copy of a copy of probably other copies so pretty much a white piece of paper with all dark photos.  I even searched on-line for instructions with no luck. Hopefully it doesn't break like the other reviewer's did.  I just put it together so we'll see if it lasts. 3 stars for now.,8/27/2015
US,15775282,R2PX50VV62MP0G,B00OCCE5G2,992874496,Winsome Colin Cushion Bench with Baskets,Furniture,5,2,3,N,Y,love this!,Love that my husband has somewhere to hide his nasty boots when he gets home from work.  Storage space is awesome for hiding the other junk he liked to dump on the counter.,8/27/2015
US,22986526,R3UPZVY31B8VOE,B00T5A7P2M,422591058,2xhome - Set of 2 Modern Ghost Chair Armchair With Arm Polycarbonate Plastic Clear Transparent Crystal,Furniture,4,9,10,N,Y,Looks good and fun,Love the chairs not as sturdy as I thought but great look and fun .. They were all packaged good no marks or scratches,8/27/2015
US,33393386,R2VYXUO7F90402,B006LA131S,737328521,Sleep Master 8-Inch Pressure Relief Memory Foam Mattress and Platform Metal Bed Frame/Mattress Foundation,Furniture,1,0,1,N,Y,One Star,Pressure gain instead of pressure relief,8/27/2015
US,15133426,R2GGH5LRV9X5WF,B00S6JBLXM,691687848,Tractor Seat Stool Task Chair With Air lift and Chrome Rolling Base White (3029),Furniture,2,0,0,N,Y,Tried this stool but the hydrolics didn't work well. ...,Tried this stool but the hydrolics didn't work well. The seat is smaller and so is the base. Not worth it. I went back to the Flash Furniture stool,8/27/2015
US,10028469,RX48UUWMYQOD7,B000TDMUDS,542084820,Winsome Wood Beechwood End/Accent Table,Furniture,5,0,0,N,Y,Five Stars,Easy to assemble - great product at a nice price! Rich expresso color,8/27/2015
US,22986526,RBOG72IA0XU1X,B00OB6LFK8,400720919,High Gloss White Wood Finish Dining Table by Poundex,Furniture,4,4,5,N,Y,easy to put together looks good,Table is nicer then I thought and easy to put together nice glossy finish,8/27/2015
US,47664330,R1BXP0AEFMRW9A,B001DNZ0H6,930827737,Harbor View Computer Desk,Furniture,3,0,0,N,Y,Desk is visually nice but the top got dirty quick,Desk is visually nice but the top got dirty quick. My mouse quickly destroyed the top of the desk; this has never been a problem for any of my previous desks. As a 6ft tall man I find myself uncomfortable at times in this desk. The small shelf under the desk hurts like a B when I accidentally and constantly shin kick it.,8/27/2015
US,12226194,R2TIMQVHQC9QZY,B00EDZW3WQ,56644554,Safavieh Antiquity Collection AT822A Handmade Grey Blue and Beige Wool Area Rug,Furniture,5,2,2,N,Y,Be careful when ordering two of the same rugs............they might not be of the same manufacturing process/dye lot.,this one came in the actual color I wanted.  It's mate was much darker and intense.,8/27/2015
US,13660233,RSOYEKLSHZRN7,B006MIWHUU,941823468,"Zinus SC-SBBK-14NT-FR Smartbase Bed Frame Metal, Narrow Twin",Furniture,1,0,0,N,Y,... first recieved this bedframe I thought it would be awesome. It seemed very sturdy and reliable but within ...,When I first recieved this bedframe I thought it would be awesome. It seemed very sturdy and reliable but within two months the whole frame is bent and broken and I can't even get a hold of the company in order to resolve this issue.,8/27/2015
